Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
101,Patson Daka,zm ZAM,FW,Leicester City,24-047,1998,7.1,0.28,0,0,1.55,0.85,0.7,0.56,0.42,0.56,0.14,0,0,2.39,1.41,1.97,41.7,Matches,ca45605e
102,Diogo Dalot,pt POR,DF,Manchester Utd,23-252,1999,12.9,0.39,0,0,1.16,0.23,0,1.86,1.55,1.78,0,0,0,6.36,1.78,0.85,67.6,Matches,d9565625
104,Josh Dasilva,eng ENG,MF,Brentford,24-033,1998,7.6,0.13,0,0,0.66,1.18,0,1.84,0.26,0.66,0,0,0,3.82,0.66,0.39,62.5,Matches,60344e4f
105,Ben Davies,wls WAL,DF,Tottenham,29-215,1993,11.1,0.09,0,0,1.26,0.36,0,0.9,0.9,0.45,0,0,0,3.51,1.8,2.16,45.5,Matches,44781702
107,Craig Dawson,eng ENG,DF,West Ham,32-203,1990,5,0.4,0,0,1,0.6,0,0,0.6,1,0.2,0.2,0,5.4,1.4,0.8,63.6,Matches,3e9e06cb
108,Kevin De Bruyne,be BEL,MF,Manchester City,31-150,1991,12.6,0,0,0,1.03,1.03,0.16,8.89,0.24,0.56,0.08,0,0,3.97,0.4,0.79,33.3,Matches,e46012d4
114,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,24-080,1998,12.6,0.08,0,0,1.03,1.11,0,2.3,1.03,0.79,0,0,0,5.56,0.79,0.56,58.8,Matches,5c74c0f5
115,Ibrahima Diallo,fr FRA,MF,Southampton,23-262,1999,5,0.2,0,0,2.2,1.2,0,0.4,0.4,1,0,0,0,8,1.6,0.4,80,Matches,11ff3d56
116,Rúben Dias,pt POR,DF,Manchester City,25-195,1997,9.7,0,0,0,1.03,0.31,0,0,1.24,0.31,0,0,0,4.23,2.68,1.34,66.7,Matches,31c69ef1
117,Luis Díaz,co COL,FW,Liverpool,25-316,1997,6.8,0.29,0,0,1.76,2.35,0.29,1.03,0.29,1.18,0,0,0,3.97,0.88,2.06,30,Matches,4a1a9578
118,Eric Dier,eng ENG,DF,Tottenham,28-314,1994,14.3,0.07,0,0,0.42,0.28,0.07,0.63,1.4,0.56,0,0,0,3.78,1.96,0.98,66.7,Matches,ac861941
119,Lucas Digne,fr FRA,DF,Aston Villa,29-128,1993,9,0.22,0,0,1,1.89,0.22,4.11,1.33,0.78,0,0.11,0.11,5.44,1.78,1.11,61.5,Matches,1b84dbe1
120,Issa Diop,fr FRA,DF,Fulham,25-320,1997,6.6,0.15,0,0,0.3,0.3,0,0,0.45,0.91,0,0,0,4.39,2.12,1.21,63.6,Matches,a712ca2b
121,Moussa Djenepo,ml MLI,DFFW,Southampton,24-163,1998,5.8,0,0,0,1.03,2.41,0,1.55,1.72,1.55,0,0,0,7.93,0.52,1.38,27.3,Matches,254147d4
123,Gabriel Dos Santos,br BRA,DF,Arsenal,24-341,1997,14,0.14,0,0,0.36,1,0,0.14,0.86,0.93,0,0.07,0,4.71,2.14,1.64,56.6,Matches,67ac5bb8
125,Cheick Doucouré,ml MLI,MF,Crystal Palace,22-321,2000,10.7,0.37,0,0,1.12,0.47,0,0.09,1.87,1.78,0,0,0,6.07,0.75,0.65,53.3,Matches,ce4f40c7
129,Lewis Dunk,eng ENG,DF,Brighton,31-004,1991,14,0,0,0,0.71,0.57,0.07,0.07,1.14,0.43,0,0.21,0.07,6.71,1.29,1.57,45,Matches,282f75f3
131,Ederson,br BRA,GK,Manchester City,29-100,1993,14,0,0,0,0,0.14,0,0,0,0,0,0,0,1.36,0.21,0,100,Matches,3bb7b8b4
132,Odsonne Édouard,fr FRA,FW,Crystal Palace,24-313,1998,8.5,0.35,0,0,1.65,0.82,0.47,0.24,0.24,0.59,0,0,0,3.41,1.53,2,43.3,Matches,0562b7f1
135,Harvey Elliott,eng ENG,MF,Liverpool,19-235,2003,9.5,0,0,0,0.63,1.68,0.11,1.89,0.42,0.53,0,0,0,6.42,0.11,0.84,11.1,Matches,c8387671
137,Mohamed Elyounoussi,no NOR,MFFW,Southampton,28-113,1994,10.9,0.18,0,0,1.65,0.73,0.18,1.83,0.83,1.19,0,0,0,6.61,1.38,1.83,42.9,Matches,68dc0dac
138,Emerson,br BRA,DF,Tottenham,23-315,1999,10,0.1,0.1,0,1.1,1.4,0,3.4,0.9,1.2,0,0,0,5.6,1.2,1.6,42.9,Matches,df8b52a5
139,Christian Eriksen,dk DEN,MF,Manchester Utd,30-284,1992,11.6,0.09,0,0,0.43,0.26,0.17,3.79,0.34,0.6,0,0,0,7.16,0.43,0.69,38.5,Matches,980522ec
140,Pervis Estupiñán,ec ECU,DF,Brighton,24-308,1998,7,0.43,0,0,1.57,0.86,0.29,3.43,1.86,1.14,0.14,0,0,5.14,1.71,1.29,57.1,Matches,d38fdf53
141,Jonny Evans,nir NIR,DF,Leicester City,34-326,1988,9,0,0,0,0.78,0.44,0,0,1.78,0.44,0,0,0,5,2.22,1.22,64.5,Matches,f8fcd2a5
142,Eberechi Eze,eng ENG,MFFW,Crystal Palace,24-149,1998,12.7,0,0,0,0.47,2.05,0.08,3.23,0.24,0.79,0,0,0,6.61,0.39,1.18,25,Matches,ae4fc6a4
143,Łukasz Fabiański,pl POL,GK,West Ham,37-221,1985,13.8,0,0,0,0,0.14,0,0,0,0,0,0,0,0.58,0.29,0,100,Matches,9328b835
144,Fabinho,br BRA,MF,Liverpool,29-033,1993,11.1,0.18,0,0,1.35,0.9,0,0.27,1.26,1.08,0,0,0,6.85,0.99,0.99,50,Matches,7f3b388c
145,Wout Faes,be BEL,DF,Leicester City,24-236,1998,9,0.11,0,0,1.11,0.44,0,0,1,1.33,0,0,0,5.44,2,1.44,58.1,Matches,9c221d14
146,Bruno Fernandes,pt POR,MFFW,Manchester Utd,28-078,1994,13,0.38,0,0,1.46,1.46,0.62,2.77,0.85,1.15,0,0,0,6.31,0.54,1.77,23.3,Matches,507c7bdf
148,Roberto Firmino,br BRA,FWMF,Liverpool,31-054,1991,10.3,0,0,0,0.58,0.49,0.29,1.07,0.58,1.07,0,0,0,4.37,1.26,2.43,34.2,Matches,4c370d81
150,Phil Foden,eng ENG,FWDF,Manchester City,22-181,2000,10.1,0.1,0,0,0.4,1.19,0,5.25,0.3,0.5,0,0,0,5.35,0.89,1.68,34.6,Matches,ed1e53f3
153,Pablo Fornals,es ESP,FWMF,West Ham,26-276,1996,8.6,0,0,0,0.93,0.47,0.12,3.95,1.05,0.81,0,0,0,7.91,0.58,1.28,31.3,Matches,82927de4
158,Ryan Fredericks,eng ENG,DF,Bournemouth,30-046,1992,5,0.2,0,0,0.6,0.2,0,2.6,0,0.2,0,0,0,2.2,0.8,1.8,30.8,Matches,c067631c
159,Remo Freuler,ch SUI,MF,Nott'ham Forest,30-224,1992,9.2,0.22,0,0,1.2,0.65,0,0.33,1.3,0.98,0,0,0,4.57,0.87,0.76,53.3,Matches,98d2c2c4
160,Conor Gallagher,eng ENG,MFFW,Chelsea,22-292,2000,5.5,0.55,0.18,0.18,1.82,1.45,0,4.36,1.45,2.73,0,0,0,6.55,1.09,1.45,42.9,Matches,c2731c10
161,Idrissa Gana Gueye,sn SEN,MF,Everton,33-060,1989,8.2,0.37,0,0,1.71,1.95,0,0.12,2.44,1.95,0,0,0,10.5,0.98,0.98,50,Matches,72c812f3
164,David de Gea,es ESP,GK,Manchester Utd,32-018,1990,14,0,0,0,0,0.07,0,0,0,0,0,0,0,0.57,0.14,0,100,Matches,7ba6d84e
168,Morgan Gibbs-White,eng ENG,FWMF,Nott'ham Forest,22-302,2000,11.5,0.09,0,0,0.78,0.78,0,5.04,0.61,0.52,0,0,0,4.52,1.65,2.78,37.3,Matches,32f60ed8
173,Joe Gomez,eng ENG,DF,Liverpool,25-186,1997,9.9,0.2,0,0,0.91,0.4,0,0.2,1.31,1.52,0,0.1,0,8.38,3.23,2.42,57.1,Matches,7a11550b
175,Anthony Gordon,eng ENG,FW,Everton,21-274,2001,10.9,0.55,0,0,1.56,1.38,0.28,1.74,0.18,1.65,0,0,0,4.86,0.73,2.39,23.5,Matches,2bd83368
176,Demarai Gray,eng ENG,FWMF,Everton,26-150,1996,14.3,0.07,0,0,0.56,1.61,0.56,6.78,0.42,0.7,0,0,0,4.06,0.49,1.05,31.8,Matches,4468ec10
177,Jack Grealish,eng ENG,FW,Manchester City,27-076,1995,6.1,0,0,0,0.82,2.79,0.16,2.62,0.33,0.16,0,0,0,5.57,0.98,0.33,75,Matches,b0b4fd3e
179,Pascal Groß,de GER,MFFW,Brighton,31-163,1991,13.2,0.15,0,0,0.61,0.61,0.45,6.82,0.38,0.98,0,0,0,2.27,0.15,1.36,10,Matches,8aec0537
180,Vicente Guaita,es ESP,GK,Crystal Palace,35-319,1987,14,0.07,0,0,0.07,0.14,0,0,0,0,0,0,0,0.93,0.36,0.07,83.3,Matches,ab13a5aa
181,Gonçalo Guedes,pt POR,FWMF,Wolves,25-361,1996,7.7,0.13,0,0,1.3,2.99,0.65,3.51,0.13,0.65,0,0,0,4.42,0.91,1.43,38.9,Matches,e6bc67d7
182,Marc Guéhi,eng ENG,DF,Crystal Palace,22-135,2000,14,0.36,0,0,0.86,1.36,0,0,1.29,0.36,0,0,0.07,5.64,1.21,1,54.8,Matches,d0706b27
183,Bruno Guimarães,br BRA,MF,Newcastle Utd,25-009,1997,11,0.09,0,0,1.55,3,0,0.45,1.36,1.27,0,0,0,9.55,0.36,0.36,50,Matches,82518f62
184,İlkay Gündoğan,de GER,MF,Manchester City,32-032,1990,9.9,0,0,0,0.81,0.71,0.3,1.21,0.81,0.61,0,0,0,5.35,1.11,0.3,78.6,Matches,819b3158
185,Erling Haaland,no NOR,FW,Manchester City,22-127,2000,11.5,0.17,0,0,0.78,0.78,0.35,0.26,0.09,0.09,0.09,0,0,0.78,1.13,1.13,50,Matches,1f44ac21
188,Jack Harrison,eng ENG,FWMF,Leeds United,26-005,1996,10.4,0.19,0,0,1.35,1.54,0.1,6.35,0.38,0.67,0,0,0,6.15,0.29,1.73,14.3,Matches,aa849a12
189,Kai Havertz,de GER,FWMF,Chelsea,23-167,1999,9.8,0.31,0,0,2.24,0.92,1.22,0.41,0,0.71,0,0,0,2.96,2.86,2.45,53.8,Matches,fed7cb61
192,Dean Henderson,eng ENG,GK,Nott'ham Forest,25-258,1997,15,0.13,0,0,0.07,0.07,0,0,0,0,0,0.07,0,0.67,0.07,0,100,Matches,e5a76dfe
193,Jordan Henderson,eng ENG,MF,Liverpool,32-161,1990,7.2,0,0,0,0.42,0.42,0,0.83,1.25,0.69,0,0,0,6.94,0.69,0.56,55.6,Matches,935e6b8f
