Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
396,Valentin Rongier,fr FRA,MF,Marseille,27-353,1994,12.1,0.33,0,0,1.65,0.74,0,0.08,1.57,1.4,0,0,0,6.69,1.24,0.5,71.4,Matches,ed45c4a5
422,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,25-117,1997,12.1,0.17,0,0,0.5,0.83,0,4.63,0.91,1.16,0,0,0.08,5.95,0.08,0.33,20,Matches,30af8b93
212,Angel Gomes,eng ENG,MF,Lille,22-086,2000,12.2,0.25,0,0,2.05,1.64,0,2.54,0.41,0.74,0.08,0,0,4.75,0.16,0.98,14.3,Matches,645a3363
364,Azzedine Ounahi,ma MAR,MFFW,Angers,22-220,2000,12.2,0.08,0,0,0.82,1.89,0.08,1.39,1.23,0.66,0,0,0,5.49,0.41,0.98,29.4,Matches,83299cc0
424,Moses Simon,ng NGA,FWMF,Nantes,27-136,1995,12.2,0.08,0,0,0.33,1.07,0.08,5.33,0.25,0.66,0,0,0,3.52,0.33,1.31,20,Matches,5f3eaaf5
443,Nuno Tavares,pt POR,DF,Marseille,22-303,2000,12.2,0.33,0,0,1.31,1.48,0.08,3.69,0.66,1.31,0,0,0,6.72,0.57,1.39,29.2,Matches,a65c844b
118,Jonathan Clauss,fr FRA,DF,Marseille,30-061,1992,12.3,0,0,0,0.89,0.49,0.24,3.41,0.98,1.06,0,0,0,4.8,0.24,0.89,21.4,Matches,5219ab4a
166,Tiago Djaló,pt POR,DF,Lille,22-230,2000,12.3,0.41,0,0,0.98,0.73,0,0.16,1.06,1.06,0,0.08,0,7.56,1.46,1.54,48.6,Matches,b2336681
180,Jean-Kevin Duverne,fr FRA,DF,Brest,25-136,1997,12.3,0.08,0,0,1.63,0.41,0.08,2.93,0.65,1.38,0.08,0,0,4.96,1.3,0.73,64,Matches,0cbc8baa
313,Marquinhos,br BRA,DF,Paris S-G,28-195,1994,12.3,0.08,0,0,0.41,0.41,0,0,1.22,0.65,0,0,0,6.18,1.22,0.89,57.7,Matches,d5f2f82b
148,Bafodé Diakité,fr FRA,DF,Lille,21-323,2001,12.4,0.32,0,0,1.45,0.24,0,0.89,0.48,0.97,0,0,0.08,5.4,1.53,1.94,44.2,Matches,1bfb6fef
193,Seko Fofana,ci CIV,MF,Lens,27-202,1995,12.4,0,0,0,0.65,1.05,0,0.89,0.81,0.48,0.08,0,0,5.81,0.48,0.48,50,Matches,5313ed43
458,Adrien Truffert,fr FRA,DF,Rennes,21-005,2001,12.4,0.08,0,0,0.56,1.21,0.16,1.37,1.37,1.45,0,0,0,6.13,2.02,1.53,56.8,Matches,5d0e0a1f
307,Steve Mandanda,fr FRA,GK,Rennes,37-242,1985,12.5,0.08,0,0,0.08,0.16,0,0,0,0,0,0.08,0,1.52,0.24,0,100,Matches,1d2d5cc8
334,Quentin Merlin,fr FRA,DF,Nantes,20-193,2002,12.5,0.08,0,0,0.56,0.72,0,6.08,1.12,1.04,0,0,0,5.92,0.72,0.64,52.9,Matches,0bfca6a1
335,Lionel Messi,ar ARG,MFFW,Paris S-G,35-154,1987,12.5,0,0,0,0.24,1.44,0.24,2.96,0,0.72,0,0,0,2.48,0,0.08,0,Matches,d70ce98e
66,Ludovic Blas,fr FRA,MFFW,Nantes,24-329,1997,12.6,0.16,0,0,1.83,2.7,0.08,2.54,0.79,1.19,0,0,0,5.87,0.63,0.87,42.1,Matches,6191093d
151,Habib Diallo,sn SEN,FW,Strasbourg,27-160,1995,12.6,0,0,0,1.11,1.75,0.48,0.16,0.48,0.24,0,0,0,2.46,3.02,4.44,40.4,Matches,6605d143
322,Kylian Mbappé,fr FRA,FW,Paris S-G,23-340,1998,12.7,0.16,0,0,0.63,0.79,1.5,1.42,0.24,0.16,0,0,0,1.89,0.47,0.31,60,Matches,42fd9c7f
195,Youssouf Fofana,fr FRA,MF,Monaco,23-319,1999,12.9,0.16,0.08,0,1.78,1.16,0.16,0.23,0.93,1.09,0,0,0,6.59,0.78,0.62,55.6,Matches,822d51d7
236,Franck Honorat,fr FRA,FWMF,Brest,26-106,1996,12.9,0.08,0,0,0.93,0.62,0.39,7.13,0.78,1.16,0,0.08,0,5.43,0.62,1.01,38.1,Matches,db7849ca
6,Zakaria Aboukhlal,ma MAR,FWMF,Toulouse,22-280,2000,13,0.15,0,0,1.46,1.54,0.54,1.15,0.77,0.62,0,0,0,4.46,0.31,1.23,20,Matches,c2a6033c
182,Sepe Elye Wahi,fr FRA,FW,Montpellier,19-327,2003,13,0.31,0,0,1.23,1.38,0.69,0.23,0.23,0.23,0,0,0,1.77,0.85,3.08,21.6,Matches,0d7b6576
329,Thiago Mendes,br BRA,DFMF,Lyon,30-255,1992,13,0.15,0,0,1,0.85,0,0.23,2.38,1.23,0,0.08,0,6,1.77,1.15,60.5,Matches,c6e5d20f
418,Kasper Schmeichel,dk DEN,GK,Nice,36-020,1986,13,0,0,0,0,0,0,0,0.08,0,0,0,0,0.85,0.08,0,100,Matches,53af52f3
79,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,28-315,1994,13.1,0,0,0,0.99,0.46,0,6.64,0.99,0.61,0,0,0,5.57,0.15,0.99,13.3,Matches,20e73fac
167,Alexander Djiku,gh GHA,DF,Strasbourg,28-108,1994,13.1,0.15,0,0,1.15,0.84,0.08,0.31,2.06,1.37,0,0,0,5.57,3.05,1.15,72.7,Matches,43e7a164
287,Benjamin Leroy,fr FRA,GK,Ajaccio,33-232,1989,13.1,0,0,0,0,0.15,0,0,0,0,0,0,0,1.83,0.08,0,100,Matches,1e7aea56
347,Yvon Mvogo,ch SUI,GK,Lorient,28-172,1994,13.1,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0.84,0.23,0,100,Matches,dc29b608
457,Hamari Traoré,ml MLI,DF,Rennes,30-302,1992,13.1,0.31,0,0,1.22,0.38,0.15,1.91,1.45,1.07,0,0.08,0,5.19,1.15,0.69,62.5,Matches,a4b1028a
367,Nicolas Pallois,fr FRA,DF,Nantes,35-067,1987,13.2,0.23,0.08,0.08,0.91,0.08,0,0.08,1.44,2.42,0,0,0.08,8.18,1.44,1.14,55.9,Matches,779847d6
37,Leonardo Balerdi,ar ARG,DF,Marseille,23-303,1999,13.3,0.15,0,0,1.28,0.6,0,0,2.41,1.43,0,0.08,0.08,6.69,1.8,2.03,47.1,Matches,7c3ed041
81,Lilian Brassier,fr FRA,DF,Brest,23-023,1999,13.3,0.15,0,0,0.75,0.45,0,2.11,1.95,0.53,0,0,0,5.56,1.28,0.68,65.4,Matches,5b146df3
112,Pedro Chirivella,es ESP,MF,Nantes,25-186,1997,13.3,0.08,0,0,0.45,0.75,0,0.3,1.13,0.9,0,0,0,4.59,0.45,0.38,54.5,Matches,68a26d51
311,Vincent Marchetti,fr FRA,MF,Ajaccio,25-144,1997,13.3,0.23,0,0,1.05,1.28,0,0.23,0.75,1.35,0.08,0,0,6.54,0.08,0.53,12.5,Matches,740f00ac
352,Rasmus Nicolaisen,dk DEN,DF,Toulouse,25-254,1997,13.3,0.3,0.08,0.08,0.83,1.05,0.08,0,2.18,0.9,0,0.08,0,4.96,4.14,0.9,82.1,Matches,3f319bb9
363,Dango Ouattara,bf BFA,FWMF,Lorient,20-287,2002,13.3,0.23,0.08,0.08,0.9,2.48,0.15,1.8,1.2,1.5,0.15,0,0,5.56,1.8,2.18,45.3,Matches,2f9e4435
405,Hamza Sakhi,ma MAR,MF,Auxerre,26-171,1996,13.3,0.08,0,0,0.83,1.13,0.38,4.06,1.2,1.58,0,0,0,5.34,0.38,0.15,71.4,Matches,c9151d66
445,Martin Terrier,fr FRA,MFFW,Rennes,25-266,1997,13.3,0,0,0,0.9,1.65,0.3,0.9,0.98,0.75,0,0,0,3.76,4.21,2.78,60.2,Matches,5148dcc5
409,Mama Samba Baldé,gw GNB,FW,Troyes,27-019,1995,13.4,0.15,0.07,0,1.34,1.19,0.97,0.45,0.3,0.6,0.07,0,0,3.58,1.42,1.79,44.2,Matches,fb14aa28
19,Benjamin André,fr FRA,MF,Lille,32-114,1990,13.5,0.3,0,0,1.93,1.19,0.07,0.22,1.41,2.44,0.07,0,0,8.15,3.56,2.22,61.5,Matches,ef9c1c95
107,Brendan Chardonnet,fr FRA,DF,Brest,27-338,1994,13.5,0.3,0,0,1.48,0.96,0,0.15,2.22,1.04,0,0,0.07,4.52,2.89,1.33,68.4,Matches,16aa7d4c
204,Johan Gastien,fr FRA,MF,Clermont Foot,34-304,1988,13.5,0.3,0,0,0.44,1.04,0,2.07,1.26,1.19,0,0,0,8.96,0.37,0.37,50,Matches,868eaba0
226,Malo Gusto,fr FRA,DF,Lyon,19-190,2003,13.5,0.07,0,0,1.04,1.26,0.07,6,1.56,1.48,0,0,0,7.7,0.44,0.96,31.6,Matches,d56b9520
419,Alidu Seidu,gh GHA,DF,Clermont Foot,22-174,2000,13.5,0.3,0,0,1.26,2,0.07,1.26,1.85,0.96,0,0,0,7.11,0.74,0.3,71.4,Matches,cea59f02
325,Facundo Medina,ar ARG,DF,Lens,23-181,1999,13.6,0.22,0,0,1.25,0.44,0,0.74,1.03,0.37,0,0,0,6.32,1.1,1.32,45.5,Matches,6f5ec8bb
128,Nicolas Cozza,fr FRA,DF,Montpellier,23-321,1999,13.7,0.22,0,0,0.51,1.39,0.22,0.95,1.53,1.53,0,0,0,4.45,1.53,1.61,48.8,Matches,8f325097
267,Rominigue Kouamé,ml MLI,MF,Troyes,25-343,1996,13.7,0.22,0,0,1.61,2.34,0,0.29,1.9,1.02,0,0,0,8.76,0.44,0.58,42.9,Matches,86a2ba20
431,Florian Sotoca,fr FRA,MFFW,Lens,32-031,1990,13.7,0.22,0,0,1.31,1.24,0.07,2.41,1.31,0.44,0.07,0,0,3.21,1.46,1.31,52.6,Matches,7a42d0df
209,Andrei Girotto,br BRA,DFMF,Nantes,30-281,1992,13.8,0.22,0,0,1.67,1.09,0,0.29,2.9,2.1,0,0.07,0,4.35,2.1,1.16,64.4,Matches,3befc2b6
40,Jonathan Bamba,fr FRA,FW,Lille,26-244,1996,13.9,0.22,0,0,1.44,2.01,0.14,2.95,0.86,0.43,0,0.07,0,5.54,0.94,1.29,41.9,Matches,b2bd0f6c
368,Erik Palmer-Brown,us USA,DF,Troyes,25-215,1997,13.9,0.14,0,0,0.58,0.5,0,0.14,0.86,0.94,0,0.07,0.07,5.68,1.58,0.72,68.8,Matches,e5c1e0ca
64,Marco Bizot,nl NED,GK,Brest,31-260,1991,14,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0.86,0,0,,Matches,3d214e5f
134,Dante,br BRA,DF,Nice,39-038,1983,14,0.21,0,0,1,0.21,0,0,1.71,1.14,0,0,0,6.64,2,0.86,70,Matches,fd2bc67d
197,José Fonte,pt POR,DF,Lille,38-338,1983,14,0.29,0,0,0.71,0.29,0,0.14,0.86,0.86,0,0.07,0,4.43,2.21,1.21,64.6,Matches,90f87966
274,Alban Lafont,fr FRA,GK,Nantes,23-306,1999,14,0.14,0.07,0.07,0,0.21,0,0,0,0,0,0,0,1,0.43,0,100,Matches,4e7db402
298,Castello Lukeba,fr FRA,DF,Lyon,19-343,2002,14,0.14,0,0,1,0.64,0,0.07,1.86,0.43,0,0,0,6.79,1.14,1.29,47.1,Matches,5b9512c5
52,Jean-Ricner Bellegarde,fr FRA,MFDF,Strasbourg,24-151,1998,14.4,0.21,0,0,1.04,2.64,0,5.69,1.25,0.76,0,0.07,0,6.81,0.56,1.39,28.6,Matches,10f0fdd3
272,Alexandre Lacazette,fr FRA,FW,Lyon,31-181,1991,14.4,0.14,0,0,1.81,1.46,0.42,1.6,0.63,0.97,0.07,0,0,2.57,0.76,0.97,44,Matches,9dbb75ca
323,Chancel Mbemba,cd COD,DF,Marseille,28-109,1994,14.5,0,0,0,0.55,0.48,0,0.83,1.31,1.03,0.07,0,0,5.03,1.93,0.76,71.8,Matches,e76cb9cc
145,Branco van den Boomen,nl NED,MF,Toulouse,27-127,1995,14.7,0.14,0,0,1.02,0.34,0.07,7.96,0.34,0.95,0,0,0,5.65,0.2,0.61,25,Matches,99d660b2
438,Nicolás Tagliafico,ar ARG,DF,Lyon,30-086,1992,14.7,0.14,0,0,1.09,1.9,0.07,1.9,1.9,2.18,0,0.14,0,5.1,1.02,1.36,42.9,Matches,f0661424
136,Jonathan David,ca CAN,FW,Lille,22-315,2000,14.8,0.2,0,0,0.81,1.76,0.61,0.2,0.27,0.54,0,0,0,2.5,0.27,1.96,12.1,Matches,ce50fd99
281,Enzo Le Fée,fr FRA,MF,Lorient,22-295,2000,14.8,0.07,0,0,1.22,1.89,0.14,4.32,0.95,1.89,0,0,0,7.64,0.34,0.74,31.3,Matches,6f806d99
454,Birama Touré,ml MLI,MF,Auxerre,30-172,1992,14.8,0.07,0,0,1.22,0.74,0,0.07,1.96,1.22,0,0,0,6.35,1.28,1.55,45.2,Matches,a4b798a9
237,Cédric Hountondji,bj BEN,DF,Angers,28-310,1994,14.9,0.13,0,0,0.94,0.2,0,0,1.34,0.67,0,0.07,0.07,5.1,1.14,0.74,60.7,Matches,891164
398,Anthony Rouault,fr FRA,DF,Toulouse,21-180,2001,14.9,0,0,0,0.4,0.47,0.07,0,1.81,1.28,0,0,0,5.5,2.75,1.54,64.1,Matches,9b545925
1,Yunis Abdelhamid,ma MAR,DF,Reims,35-058,1987,15,0.07,0,0,1.27,0.6,0.07,0.2,2.27,1.33,0,0,0,6.4,1.93,1.07,64.4,Matches,32c2d95f
3,Salis Abdul Samed,gh GHA,MF,Lens,22-244,2000,15,0.13,0,0,2.47,1.47,0,0.33,1.2,0.67,0,0,0.07,6.53,0.6,0.47,56.3,Matches,82464ce3
126,Benoît Costil,fr FRA,GK,Auxerre,35-145,1987,15,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.13,0,100,Matches,2434f24a
133,Kevin Danso,at AUT,DF,Lens,24-067,1998,15,0.2,0,0,1.13,1.93,0.07,0,0.93,0.6,0,0.07,0,6.33,2.53,0.87,74.5,Matches,6e33125f
157,Mory Diaw,sn SEN,GK,Clermont Foot,29-156,1993,15,0,0,0,0,0.13,0,0,0,0,0,0,0,0.8,0.2,0,100,Matches,f41a69e6
165,Axel Disasi,fr FRA,DF,Monaco,24-259,1998,15,0.13,0,0,1,0.33,0,0.73,2.2,0.87,0,0,0,5.87,2.33,0.67,77.8,Matches,ad82197c
170,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23-273,1999,15,0.07,0,0,0,0.07,0,0,0,0,0,0,0,1.53,0.13,0,100,Matches,08f5afaa
179,Maxime Dupé,fr FRA,GK,Toulouse,29-266,1993,15,0,0,0,0,0.27,0,0,0,0,0,0,0,1.2,0.07,0,100,Matches,0e12089d
250,Jubal,br BRA,DF,Auxerre,29-088,1993,15,0.13,0,0,1,0.93,0.13,0.07,1.87,0.4,0.07,0,0,4.47,1.8,1.2,60,Matches,56ae428b
276,Julien Laporte,fr FRA,DF,Lorient,29-021,1993,15,0.07,0,0,0.53,1,0.07,0,1.07,0.73,0,0,0.07,3.07,1.73,1.2,59.1,Matches,f066022d
282,Vincent Le Goff,fr FRA,DF,Lorient,33-041,1989,15,0.07,0,0,0.4,0.67,0.07,1.13,1.13,1.27,0,0,0,6.2,0.53,0.93,36.4,Matches,2321ea6e
355,Alexander Nübel,de GER,GK,Monaco,26-056,1996,15,0.13,0,0,0,0.07,0,0,0.07,0,0,0,0,1.73,0.2,0,100,Matches,afb0c500
410,Brice Samba,cg CGO,GK,Lens,28-214,1994,15,0.07,0,0,0,0.13,0,0,0,0,0,0,0,1.2,0.2,0.07,75,Matches,60d90c55
420,Matz Sels,be BEL,GK,Strasbourg,30-272,1992,15,0.07,0,0,0,0.07,0,0,0.07,0.07,0,0,0,1.13,0.33,0,100,Matches,834b5c4c
434,Stijn Spierings,nl NED,MF,Toulouse,26-258,1996,15,0.13,0,0,1.6,1.4,0,0.47,0.93,1.73,0,0.07,0,10.2,0.53,0.53,50,Matches,a08985b8
441,Montassar Talbi,tn TUN,DF,Lorient,24-183,1998,15,0,0,0,0.73,0.53,0,0.07,0.87,0.73,0,0,0,4.07,2.33,1.07,68.6,Matches,a4a44eb0
447,Arthur Theate,be BEL,DF,Rennes,22-184,2000,15,0.13,0,0,0.87,0.33,0,0,0.73,0.4,0,0.07,0.07,4.8,1.6,1.33,54.5,Matches,df8d6029
473,Mateusz Wieteska,pl POL,DF,Clermont Foot,25-287,1997,15,0.13,0,0,0.53,0.53,0,0.07,1.53,0.8,0,0,0,4.8,2.07,1.27,62,Matches,3ecc8c5f
