Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
265,Marcos Llorente,es ESP,DFMF,Atlético Madrid,27-299,1995,7.4,0.14,0,0,1.35,1.08,0.14,2.43,1.08,0.95,0,0,0,4.19,0.41,0.95,30,Matches,02c15616
266,Giovani Lo Celso,ar ARG,MFFW,Villarreal,26-230,1996,5.8,0.17,0,0,1.21,2.41,0.52,0.86,0.86,2.93,0,0,0,4.48,0.17,0.34,33.3,Matches,d7553721
267,David López,es ESP,DFMF,Girona,33-047,1989,7.7,0.26,0,0,0.78,0.78,0.13,0,0.52,0.78,0,0,0,5.32,1.82,1.56,53.8,Matches,f03f284b
269,Unai López,es ESP,MF,Rayo Vallecano,27-026,1995,6.2,0,0,0,1.61,1.45,0,3.87,1.13,0.65,0,0,0,6.77,0.48,0.97,33.3,Matches,88050721
270,Anthony Lozano,hn HON,FW,Cádiz,29-214,1993,8.4,0.24,0,0,2.5,1.9,0.48,0.36,0.24,0.12,0,0,0,2.74,3.81,5,43.2,Matches,38699c72
272,José Luis Gayà,es ESP,DF,Valencia,27-184,1995,9.6,0.1,0,0,0.52,0.52,0.52,7.92,1.15,1.35,0.1,0,0,4.9,0.83,0.52,61.5,Matches,b05e2dbd
276,Pablo Maffeo,es ESP,DF,Mallorca,25-136,1997,11.3,0.27,0.09,0,1.06,1.77,0.18,3.36,0.88,1.33,0,0,0,4.34,1.06,1.33,44.4,Matches,5db04597
278,Nemanja Maksimović,rs SRB,MF,Getafe,27-303,1995,7.9,0,0,0,0.63,0.63,0,0.51,1.27,0.51,0,0,0,3.67,1.01,0.76,57.1,Matches,00b28772
279,Hugo Mallo,es ESP,DF,Celta Vigo,31-156,1991,9.7,0.31,0,0,2.27,0.82,0.21,3.71,0.62,0.82,0,0.1,0,4.64,1.75,1.03,63,Matches,cb574619
281,Giorgi Mamardashvili,ge GEO,GK,Valencia,22-057,2000,14,0.07,0,0,0.07,0.14,0,0,0,0,0,0.07,0,1.86,0.21,0.07,75,Matches,d4b73232
282,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28-308,1994,13.8,0.14,0,0,1.81,1.3,0,0.8,1.45,2.32,0,0,0,6.3,1.16,1.3,47.1,Matches,c20bdcd7
286,Agustín Marchesín,ar ARG,GK,Celta Vigo,34-254,1988,14,0.14,0,0,0,0.29,0,0,0,0,0,0,0,1.21,0.21,0,100,Matches,853b7c48
287,Óscar de Marcos,es ESP,DF,Athletic Club,33-225,1989,12,0.17,0,0,1.75,0.42,0.17,4.08,0.5,0.83,0,0,0,5.75,0.92,0.5,64.7,Matches,9f323c71
289,José María Giménez,uy URU,DF,Atlético Madrid,27-309,1995,8.2,0.61,0,0,0.98,0.24,0,0,1.34,0.98,0,0.12,0,5.85,2.07,1.22,63,Matches,f0da930c
294,Arnau Martinez,es ESP,DFMF,Girona,19-214,2003,9,0.22,0,0,0.78,2.33,0.22,2.44,0.89,1.11,0,0,0,4.89,1.22,1.22,50,Matches,c3e66ffe
295,Iñigo Martínez,es ESP,DF,Athletic Club,31-192,1991,9,0.11,0,0,0.89,1,0.22,0.22,1.56,0.33,0,0,0,6.33,1.78,0.89,66.7,Matches,3fc45c73
296,Omar Mascarell,es ESP,MF,Elche,29-296,1993,11.3,0.27,0,0,0.8,0.27,0,0.18,1.24,0.88,0,0,0,4.6,0.88,0.53,62.5,Matches,11fd2b75
297,Jordi Masip,es ESP,GK,Valladolid,33-326,1989,9,0.22,0,0,0,0.11,0,0,0,0,0,0,0,1.22,0.56,0,100,Matches,8fae77ea
299,Borja Mayoral,es ESP,FW,Getafe,25-234,1997,12.3,0.16,0,0,0.81,1.79,0.33,0.73,0,0.08,0.08,0,0,2.11,0.98,1.87,34.3,Matches,64e8ed6d
301,Gonzalo Melero,es ESP,MF,Almería,28-327,1994,6,0.33,0,0,1.33,2.67,0.17,0,0.33,0.83,0,0,0,5.83,0.5,0.83,37.5,Matches,3902e91b
302,Houboulang Mendes,fr FRA,DF,Almería,24-205,1998,5.5,0,0,0,1.27,0.36,0,3.45,0.55,1.09,0,0.18,0,3.27,0.18,0,100,Matches,1545cf15
303,Brais Méndez,es ESP,MF,Real Sociedad,25-322,1997,12.5,0.32,0,0,2.56,1.68,0,4.48,0.4,1.44,0,0,0,4.72,0.72,0.96,42.9,Matches,c9e39d91
304,Ferland Mendy,fr FRA,DF,Real Madrid,27-170,1995,9.8,0.2,0,0,0.41,1.43,0,0.61,1.02,0.61,0,0,0,4.8,0.61,0.41,60,Matches,3cefcaef
305,Mikel Merino,es ESP,MF,Real Sociedad,26-156,1996,12.5,0.32,0,0,2.64,1.52,0.08,0.8,1.04,1.52,0,0,0,7.68,3.6,1.76,67.2,Matches,d080ed5e
306,Roque Mesa,es ESP,MF,Valladolid,33-171,1989,9.6,0.42,0,0,2.19,1.56,0,0.83,0.73,0.73,0,0.1,0,8.02,0.42,0.63,40,Matches,7c4243d4
307,Éder Militão,br BRA,DF,Real Madrid,24-311,1998,10.1,0.1,0,0,1.29,1.58,0,0.2,1.19,0.99,0,0.1,0,5.74,2.08,1.68,55.3,Matches,2784f898
308,Luis Milla,es ESP,MF,Getafe,28-049,1994,7.2,0.28,0.14,0.14,1.39,0.56,0,3.33,1.25,1.67,0,0.14,0,7.22,1.11,1.25,47.1,Matches,19c36442
309,Pere Milla,es ESP,FWMF,Elche,30-063,1992,8.7,0.34,0,0,1.03,2.64,0.57,1.03,0.57,1.03,0,0,0,5.63,1.26,1.03,55,Matches,335039a2
311,Óscar Mingueza,es ESP,DF,Celta Vigo,23-196,1999,5.3,0.38,0,0,1.7,0.38,0,2.08,0.75,1.7,0,0.19,0,7.36,0.57,0.57,50,Matches,056269d7
312,Rafa Mir,es ESP,FW,Sevilla,25-160,1997,6.2,0.16,0,0,1.29,1.29,1.45,0.81,0.32,0.16,0,0,0,2.9,1.77,2.26,44,Matches,bbf5c11b
314,Stefan Mitrović,rs SRB,DF,Getafe,32-187,1990,11.5,0.26,0,0,0.61,0.26,0,0,0.87,0.26,0,0,0,3.39,2.09,0.7,75,Matches,e6777e6b
315,Luka Modrić,hr CRO,MF,Real Madrid,37-077,1985,10.3,0.29,0,0,1.26,0.58,0,2.72,0.39,0.39,0,0,0,3.98,0.68,0.39,63.6,Matches,6025fab1
318,Nahuel Molina,ar ARG,DF,Atlético Madrid,24-233,1998,10.3,0.19,0.1,0,0.58,0.49,0.1,4.27,0.49,1.26,0,0,0,4.17,0.68,1.46,31.8,Matches,23610943
319,Jon Moncayola,es ESP,MF,Osasuna,24-196,1998,9.7,0.21,0,0,1.55,0.52,0.1,1.34,0.1,0.72,0.1,0,0,4.95,0.41,0.31,57.1,Matches,9.94E+171
320,Monchu,es ESP,MF,Valladolid,23-073,1999,7.3,0.55,0,0,2.33,1.37,0,4.93,0.96,1.78,0,0,0,4.38,0.55,1.23,30.8,Matches,8ac501f5
321,Gonzalo Montiel,ar ARG,DF,Sevilla,25-328,1997,6.5,0.46,0.15,0,1.54,0.77,0.77,3.38,1.08,0.46,0,0,0,5.38,0.77,0.77,50,Matches,374d5158
323,Álvaro Morata,es ESP,FW,Atlético Madrid,30-033,1992,9.4,0.32,0,0,2.02,2.45,1.28,0.32,0,0.64,0,0,0,3.19,3.19,1.7,65.2,Matches,129af0db
326,Álex Moreno,es ESP,DF,Betis,29-170,1993,13,0.08,0,0,0.92,1.46,0.08,1.85,1.15,1.15,0,0.08,0,5.23,0.54,1.15,31.8,Matches,16e9d0ea
328,Tete Morente,es ESP,MF,Elche,25-356,1996,8,0.38,0,0,1.5,1.38,0.63,3.25,0.5,0.5,0,0,0,3.63,0.75,0.5,60,Matches,004d185e
334,Iker Muniain,es ESP,MFFW,Athletic Club,29-341,1992,8.8,0.11,0,0,0.57,3.86,0,5.45,0.34,0.45,0,0,0,4.2,0.11,0.8,12.5,Matches,c05dfb74
335,Aihen Muñoz,es ESP,DF,Real Sociedad,25-101,1997,7.4,0,0,0,1.49,0.54,0,2.3,0.41,1.22,0,0,0,3.65,1.08,1.22,47.1,Matches,228b0d9d
337,Vedat Muriqi,xk KVX,FW,Mallorca,28-215,1994,11.5,0.26,0.09,0,1.83,1.04,0.87,0.43,0.26,0.35,0,0,0,2.7,4.87,4.35,52.8,Matches,0cadc46d
338,Yunus Musah,us USA,MF,Valencia,19-361,2002,9.4,0.53,0,0,1.6,1.38,0.11,1.17,0.53,1.49,0,0,0,3.51,0.96,0.96,50,Matches,b51b1b9c
343,Jesús Navas,es ESP,DFFW,Sevilla,37-004,1985,7,0.43,0,0,0.14,2,0.14,5.71,0.43,0.57,0,0,0.14,5.29,0.57,0.71,44.4,Matches,3f10bd22
345,Tanguy Nianzou,fr FRA,DF,Sevilla,20-171,2002,7.1,0,0.14,0,0.42,0.85,0,0,1.13,1.27,0,0,0,4.51,1.41,0.56,71.4,Matches,5853ac44
346,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,28-004,1994,5.2,0.96,0,0,3.65,0.38,0.19,1.73,1.54,2.88,0,0,0,5,3.08,1.54,66.7,Matches,c14bc029
349,Unai Núñez,es ESP,DF,Celta Vigo,25-299,1997,13,0.23,0,0,1,0.92,0.08,0.08,1.77,0.54,0,0,0.08,5.69,2,1.77,53.1,Matches,be170419
350,Jan Oblak,si SVN,GK,Atlético Madrid,29-322,1993,11.7,0.09,0,0,0,0.26,0,0,0,0,0,0,0,1.03,0.09,0,100,Matches,ee8508c0
351,Brian Ocampo,uy URU,MFFW,Cádiz,23-153,1999,6.2,0.16,0,0,3.06,2.1,0.16,1.94,0.16,1.13,0,0,0,7.1,0.81,1.45,35.7,Matches,2e3995cd
353,Lucas Olaza,uy URU,DF,Valladolid,28-127,1994,7.1,0.28,0,0,0.85,1.27,0.14,5.77,0.99,1.27,0,0,0,4.37,1.97,2.68,42.4,Matches,4cee5954
354,Brian Oliván,es ESP,DF,Espanyol,28-238,1994,13.4,0.22,0,0,1.12,0.82,0.07,5,1.04,1.34,0,0,0,6.49,0.75,1.42,34.5,Matches,a3e4bf46
356,Aimar Oroz,es ESP,MFFW,Osasuna,20-363,2001,8.6,0.35,0,0,1.86,2.79,0.23,0.35,1.28,0.58,0,0,0,4.65,0.7,1.51,31.6,Matches,7c363088
359,Jon Pacheco,es ESP,DF,Real Sociedad,21-321,2001,7.5,0.27,0,0,1.2,0.67,0,0,0.8,0.93,0,0.13,0,4.13,1.73,2.27,43.3,Matches,44150beb
361,Helibelton Palacios,co COL,DF,Elche,29-167,1993,7.8,0.26,0,0,1.79,0.77,0,0.64,0.9,0.9,0,0,0,4.36,0.77,0.77,50,Matches,ac8b2421
362,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,27-333,1994,11,0.09,0,0,1.09,3,0.27,5.91,0.36,1.27,0,0,0,5.64,0.73,2.45,22.9,Matches,49dbab27
364,Daniel Parejo,es ESP,MF,Villarreal,33-223,1989,13.6,0.15,0,0,0.81,1.76,0,4.63,0.74,0.96,0,0,0,5.81,0.29,0.51,36.4,Matches,7460ca0d
367,Gabriel Paulista,br BRA,DF,Valencia,31-364,1990,6.4,0.16,0,0,0.63,0.94,0,0,1.25,0.78,0,0,0,5,3.13,1.56,66.7,Matches,b7ca5c51
368,Alfonso Pedraza,es ESP,DF,Villarreal,26-230,1996,8.9,0.11,0,0,1.35,1.12,0.11,3.82,0.56,1.8,0,0,0,3.93,1.01,0.9,52.9,Matches,63f04c6c
369,Pedri,es ESP,MF,Barcelona,20-000,2002,11.4,0,0,0,0.35,1.93,0.18,0.35,0.79,0.96,0,0,0,5.61,0.09,0.18,33.3,Matches,0d9b2d31
370,Rubén Peña,es ESP,DFMF,Osasuna,31-130,1991,6.3,0.16,0.16,0,2.22,0.32,0,3.17,1.27,0.79,0,0,0,6.03,1.27,1.27,50,Matches,1f079188
372,Carles Pérez,es ESP,FWMF,Celta Vigo,24-282,1998,6.7,0.15,0,0,1.64,1.49,0.45,0.9,0.15,1.19,0,0,0,3.28,0.3,2.69,10,Matches,a8f21b9f
374,Kike Pérez,es ESP,MF,Valladolid,25-284,1997,10.7,0.19,0,0,1.78,2.52,0.28,2.99,0.75,0.65,0,0,0,6.17,1.21,0.84,59.1,Matches,237a3851
375,Lucas Pérez,es ESP,FW,Cádiz,34-076,1988,6.6,0.45,0,0,0.76,0.61,0.91,5.91,0.15,0.3,0,0,0,3.18,0.3,1.21,20,Matches,a300ac7e
377,Germán Pezzella,ar ARG,DF,Betis,31-151,1991,10.1,0.2,0.2,0,0.69,0.69,0,0.2,2.18,1.09,0,0,0,3.86,1.58,0.69,69.6,Matches,8c725b43
378,Yeremi Pino,es ESP,MFFW,Villarreal,20-036,2002,7.7,0.26,0,0,2.99,2.21,0.52,1.56,0.78,1.69,0,0,0,4.81,1.17,2.08,36,Matches,540ec57b
380,Óscar Plano,es ESP,FWMF,Valladolid,31-287,1991,9.2,0.11,0,0,0.98,2.61,0.33,1.2,1.3,1.09,0.11,0,0,4.78,1.41,2.17,39.4,Matches,7c388b20
381,Gonzalo Plata,ec ECU,FWMF,Valladolid,22-024,2000,6.6,0,0,0,0.61,1.67,0.15,0.91,0.61,1.21,0.15,0,0,4.39,0.3,1.67,15.4,Matches,54bcdeb0
382,Ezequiel Ponce,ar ARG,FW,Elche,25-241,1997,5.7,0.35,0,0,3.16,0.53,0.7,0.18,0,0.7,0,0,0,2.28,2.81,3.33,45.7,Matches,ccbbe661
386,Alejandro Pozo Pozo,es ESP,DF,Almería,23-276,1999,6.4,0,0,0,0.16,0.47,0,3.91,1.72,0.78,0,0,0,7.66,0.63,0.94,40,Matches,3c16d927
388,Javi Puado,es ESP,FWMF,Espanyol,24-184,1998,8.3,0,0,0,0.48,1.33,0.24,0.6,0.36,0.24,0,0,0,6.14,0.24,1.33,15.4,Matches,2683eda7
391,Antonio Raillo,es ESP,DF,Mallorca,31-048,1991,13,0.38,0,0,1.23,0.77,0,0,1.15,0.38,0.08,0,0,3.31,1.46,1.08,57.6,Matches,b857bd29
392,Predrag Rajković,rs SRB,GK,Mallorca,27-025,1995,14,0.07,0,0,0,0.21,0,0,0,0,0,0,0,0.86,0,0,,Matches,58ad9383
393,Ivan Rakitić,hr CRO,MF,Sevilla,34-260,1988,5.8,0.17,0.17,0,1.03,1.72,0.17,1.55,1.55,1.21,0,0,0,6.21,1.21,1.03,53.8,Matches,89f951b5
394,Largie Ramazani,be BEL,FW,Almería,21-271,2001,8.9,0.45,0,0,2.02,1.12,0.9,0.67,0.56,0.56,0,0,0,4.27,0.22,0.9,20,Matches,cc9256ef
395,Raphinha,br BRA,FW,Barcelona,25-346,1996,6.3,0.16,0,0,0.79,1.43,0.63,7.3,0.79,1.11,0,0,0,4.6,0.32,0.16,66.7,Matches,3423f250
399,Álex Remiro,es ESP,GK,Real Sociedad,27-246,1995,14,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.29,0,100,Matches,374ee424
403,Diego Rico,es ESP,DF,Real Sociedad,29-275,1993,6.6,0.15,0,0,1.21,2.12,0,3.48,0.76,1.67,0,0,0,6.06,0.61,0.45,57.1,Matches,d9ba39fc
404,Rodrigo Riquelme,es ESP,MFFW,Girona,22-237,2000,8.8,0,0,0,1.02,1.82,0.34,2.16,0.34,0,0,0,0,3.3,0.11,0.91,11.1,Matches,65154df0
406,Lucas Robertone,ar ARG,MF,Almería,25-252,1997,11.3,0.27,0,0,1.33,2.65,0.18,4.6,1.42,0.71,0,0,0,5.31,0.62,1.5,29.2,Matches,a8981944
407,Enzo Roco,cl CHI,DF,Elche,30-101,1992,8.8,0.23,0,0,1.93,0.8,0,0,0.68,0.68,0,0.11,0,4.55,1.59,0.57,73.7,Matches,37f827ec
408,Rodrigo,es ESP,FW,Betis,22-193,2000,7.7,0,0,0,0.39,1.95,0.13,2.08,0.78,0.52,0.13,0,0,4.68,0,0.65,0,Matches,85bed4ee
410,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,24-150,1998,11.1,0.18,0,0,1.26,1.53,0.09,4.32,1.17,1.44,0,0,0,5.95,0.72,1.08,40,Matches,19709006
411,Dani Rodríguez,es ESP,MF,Mallorca,34-172,1988,7.7,0.65,0,0,1.95,1.17,0.13,1.3,1.3,0.78,0,0,0,5.58,0.26,1.95,11.8,Matches,70f8e0bd
412,Guido Rodríguez,ar ARG,MF,Betis,28-227,1994,11.6,0.17,0,0,1.38,1.72,0.09,0.26,1.12,2.16,0,0,0,6.38,1.03,1.03,50,Matches,34e393f2
413,Rodrygo,br BRA,FW,Real Madrid,21-320,2001,10.1,0.1,0,0,0.89,1.78,0.3,0.79,0.3,0.4,0.1,0,0,1.88,0.79,0.99,44.4,Matches,8f5e92a6
415,Oriol Romeu,es ESP,MF,Girona,31-062,1991,11,0.36,0,0,2.18,0.55,0,0.82,1.27,1.45,0,0,0,5.27,1.09,1.27,46.2,Matches,4b511457
417,Antonio Rüdiger,de GER,DF,Real Madrid,29-267,1993,7.6,0.13,0,0,0.26,0,0,0.26,0.53,0.39,0,0,0,6.45,1.58,0.53,75,Matches,18b896d6
418,Aitor Ruibal,es ESP,DFFW,Betis,26-248,1996,6.3,0.16,0,0,2.06,0.95,0.32,1.11,2.06,1.27,0,0,0,4.76,0.63,0.95,40,Matches,a55d8df5
420,Gerónimo Rulli,ar ARG,GK,Villarreal,30-189,1992,14,0.07,0,0,0,0.07,0,0,0.07,0,0,0,0,1.43,0.21,0,100,Matches,625c144a
422,Youssouf Sabaly,sn SEN,DF,Betis,29-265,1993,7,0,0,0,0.86,2.14,0,0.57,1.14,0.86,0,0,0,6.57,0.43,0.86,33.3,Matches,fbbb9269
427,Samuel,br BRA,FWMF,Valencia,22-337,1999,13.5,0.22,0,0,1.41,1.7,0.52,2.89,0.3,1.19,0.15,0,0,4.15,0.52,0.96,35,Matches,2a295d33
428,Fede San Emeterio,es ESP,MF,Cádiz,25-254,1997,8.8,0.45,0,0,2.73,1.48,0,0,0.34,0.45,0,0,0,2.95,1.02,0.91,52.9,Matches,efecd633
429,Oihan Sancet,es ESP,MF,Athletic Club,22-214,2000,10.4,0.19,0,0,1.35,2.02,0.1,0.38,0.29,0.38,0,0,0,5.77,0.77,0.48,61.5,Matches,bdb624a3
430,Antonio Sánchez,es ESP,MF,Mallorca,25-328,1997,6.4,0.63,0,0,2.19,1.72,0,2.03,1.25,0.47,0.16,0.16,0,6.88,0.63,0.78,44.4,Matches,a254bbe0
431,Iván Sánchez,es ESP,FWMF,Valladolid,30-063,1992,6.2,0,0,0,0.97,2.74,0.16,2.74,0.16,0.81,0,0,0,4.35,0,0.48,0,Matches,70107d4d
432,Javi Sánchez,es ESP,DF,Valladolid,25-256,1997,11.1,0.36,0,0,1.17,0.27,0,0.18,1.62,0.72,0,0,0,4.14,1.71,1.35,55.9,Matches,60359288
433,Manuel Sánchez,es ESP,DF,Osasuna,22-093,2000,5.2,0,0,0,0.96,0.77,0,4.42,0.96,2.12,0.19,0,0,4.62,0.77,0.58,57.1,Matches,ffacd3d5
435,Stefan Savić,me MNE,DF,Atlético Madrid,31-321,1991,9.8,0.2,0,0,1.63,0.31,0,0,1.63,1.33,0,0,0,4.8,2.45,1.43,63.2,Matches,f6ac68c1
437,David Silva,es ESP,MF,Real Sociedad,36-321,1986,9.1,0.22,0,0,0.88,0.99,0,1.43,0.55,0.66,0,0,0,4.29,0.33,0.77,30,Matches,e2716bd0
438,Rui Silva,pt POR,GK,Betis,28-291,1994,12,0.17,0,0,0,0,0,0,0,0.08,0,0,0,2,0.25,0,100,Matches,ea83bfa6
439,Unai Simón,es ESP,GK,Athletic Club,25-167,1997,14,0.07,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,,Matches,5dcf3e90
440,Rubén Sobrino,es ESP,MFFW,Cádiz,30-177,1992,8.9,0.34,0,0,2.25,1.8,0.34,0.34,0.67,0.56,0,0,0,5.06,2.02,2.58,43.9,Matches,19b776e9
444,David Soria,es ESP,GK,Getafe,29-235,1993,14,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0.93,0.21,0,100,Matches,8f8c6934
446,Vinicius Souza,br BRA,MF,Espanyol,23-161,1999,13.2,0.3,0,0,2.73,1.36,0,0.23,2.2,2.58,0,0,0,5.68,2.8,2.35,54.4,Matches,6a8a7af8
447,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,22-292,2000,7.7,0.39,0,0,2.47,2.73,0.65,0,0.13,0.13,0.13,0,0,2.08,2.21,2.21,50,Matches,f553b2b3
449,Damián Suárez,uy URU,DF,Getafe,34-212,1988,6.1,0.33,0,0,1.8,0.33,0,6.56,0.82,1.15,0,0,0,4.92,0.98,0,100,Matches,ba5004e1
453,Alexander Sørloth,no NOR,FW,Real Sociedad,26-355,1995,9.1,0.11,0,0,1.54,0.33,0.44,0.11,0,0.33,0,0,0,2.97,1.87,1.32,58.6,Matches,e92cd3f7
454,Renato Tapia,pe PER,MF,Celta Vigo,27-120,1995,7.1,0.28,0,0,1.13,0.99,0,0.56,1.13,1.41,0,0.14,0,5.07,1.55,0.99,61.1,Matches,34269bdf
455,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,22-302,2000,10,0.1,0,0,1.6,1.1,0,0.5,2.1,1.5,0,0,0,5.4,2.1,1.1,65.6,Matches,4f255115
456,Alex Telles,br BRA,DF,Sevilla,29-345,1992,8.4,0.48,0,0,1.67,0.95,0.12,6.67,0.83,0.6,0,0,0,4.52,1.43,0.95,60,Matches,e73c9bb2
457,Marc-André ter Stegen,de GER,GK,Barcelona,30-209,1992,14,0,0,0,0,0,0,0,0.07,0,0,0,0,1.57,0.21,0,100,Matches,6f51e382
460,Ferrán Torres,es ESP,FWMF,Barcelona,22-269,2000,6.3,0.48,0,0,1.11,2.22,0.48,1.9,0.16,0.32,0,0,0,3.65,0.16,0.48,25,Matches,9e1035f8
461,Óliver Torres,es ESP,MFFW,Sevilla,28-015,1994,9.4,0.11,0,0,0.74,2.02,0.32,1.49,0.74,0.96,0,0,0,6.49,0.11,0.53,16.7,Matches,58a9a4d9
462,Pau Torres,es ESP,DF,Villarreal,25-313,1997,13,0.38,0,0,0.85,0.77,0,0.08,0.23,0.38,0,0,0,5.08,1.38,1.77,43.9,Matches,532e1e4f
464,Lucas Torró,es ESP,MF,Osasuna,28-129,1994,12.5,0.4,0,0,2.08,1.36,0,0.08,1.04,1.04,0,0,0,6.16,2.08,1.84,53.1,Matches,0e4fef6e
466,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,34-213,1988,9.3,0.65,0,0,3.23,3.55,0,2.04,0.22,1.51,0,0,0,5.59,0.65,2.04,24,Matches,fc647b34
469,Enes Ünal,tr TUR,FW,Getafe,25-199,1997,13.5,0.22,0,0,1.56,2.89,0.74,0.67,0,0.44,0,0,0,2.81,4.59,4.74,49.2,Matches,f8eca1b6
471,Óscar Valentín,es ESP,MF,Rayo Vallecano,28-097,1994,10.6,0.47,0,0,2.92,1.51,0.09,0.19,1.79,2.08,0,0,0,6.89,1.04,0.94,52.4,Matches,592f3158
474,Martin Valjent,sk SVK,DF,Mallorca,26-349,1995,12.8,0.39,0,0,1.17,0.31,0,0.08,1.33,0.7,0,0,0,3.83,0.78,0.23,76.9,Matches,f2c6ac01
476,Federico Valverde,uy URU,FWMF,Real Madrid,24-126,1998,12.3,0.08,0,0,0.33,0.73,0.16,0.81,0.41,0.65,0,0,0,4.8,0.98,0.24,80,Matches,0959c2a2
480,Gabriel Veiga,es ESP,MF,Celta Vigo,20-182,2002,6.4,0.47,0.16,0,1.88,0.78,0,1.25,0.78,1.09,0,0,0,4.22,1.25,0.63,66.7,Matches,35a6e5c7
483,Mikel Vesga,es ESP,MF,Athletic Club,29-188,1993,10.3,0.19,0,0,1.46,1.07,0,0.58,1.55,1.46,0.1,0,0,7.18,1.84,1.46,55.9,Matches,b0fce72c
484,Aleix Vidal,es ESP,FWMF,Espanyol,33-096,1989,5,0.6,0,0,1.8,1.6,0.2,2.2,0.8,0.4,0,0,0,4.6,0.4,0.6,40,Matches,4965583
485,Nacho Vidal,es ESP,DF,Osasuna,27-305,1995,9.9,0.2,0,0,2.12,1.21,0,2.02,1.72,1.21,0,0,0,4.95,1.82,0.71,72,Matches,3a9c4b7b
489,Daniel Vivian,es ESP,DF,Athletic Club,23-133,1999,7.1,0.14,0,0,0.99,0.85,0,0.42,1.55,0.85,0,0,0,8.03,1.69,1.69,50,Matches,ab7bf91d
490,Shon Weissman,il ISR,FW,Valladolid,26-284,1996,6.2,0.16,0,0,0.65,0.81,1.13,0.32,0.16,0.16,0,0,0,2.42,0.65,2.74,19,Matches,379dc075
491,Iñaki Williams,gh GHA,FW,Athletic Club,28-163,1994,12.7,0,0,0,0.87,1.1,1.18,1.73,0.16,0.47,0,0,0,2.28,0.87,1.26,40.7,Matches,6a99e0b1
492,Nico Williams,es ESP,FW,Athletic Club,20-136,2002,11.9,0,0,0,0.34,1.09,0.5,4.87,0.25,0.59,0.08,0,0,4.62,0.42,0.92,31.3,Matches,afdc14d7
493,Axel Witsel,be BEL,DFMF,Atlético Madrid,33-317,1989,11.9,0.17,0,0,0.76,0.59,0,0.17,0.92,0.59,0,0,0,4.87,1.51,1.26,54.5,Matches,5dfc6ad5
495,Joseba Zaldúa,es ESP,DF,Cádiz,30-154,1992,7.1,0.56,0,0,1.55,0.56,0.28,1.69,1.55,1.13,0,0,0,3.24,2.68,1.69,61.3,Matches,5ca20b7a
497,Igor Zubeldia,es ESP,DF,Real Sociedad,25-240,1997,8,0.5,0,0,2,0.75,0,0.25,0.88,0.75,0,0,0,3.63,1.5,1.88,44.4,Matches,5c7845f6
498,Martín Zubimendi,es ESP,MF,Real Sociedad,23-296,1999,12.8,0.31,0,0,1.72,0.86,0.08,0.08,1.02,1.02,0,0,0,5.55,2.58,0.86,75,Matches,3ee0dd59
