Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
234,Linton Maina,de GER,FW,Köln,23-155,1999,9,0,0,0,1.22,1,1.22,2.56,0.11,0.56,0,0,0,3.67,0.11,0.44,20,Matches,e5d85da8
95,Edimilson Fernandes,ch SUI,DF,Mainz 05,26-224,1996,9.1,0.22,0,0,1.1,0.88,0,2.53,3.19,1.32,0,0,0,10.4,0.88,0.77,53.3,Matches,3bb625ac
168,Lee Jae-sung,kr KOR,MF,Mainz 05,30-107,1992,9.1,0.11,0,0,1.1,1.21,0.11,1.21,0.77,0.88,0,0,0,5.93,1.76,2.09,45.7,Matches,34b0387f
270,Lukas Nmecha,de GER,FW,Wolfsburg,23-346,1998,9.1,0.33,0,0,0.55,2.64,0.77,0.22,0.33,0.33,0,0,0,1.65,1.87,1.98,48.6,Matches,0cc5f4a5
117,Serge Gnabry,de GER,FW,Bayern Munich,27-134,1995,9.2,0,0,0,0.87,0.54,0.43,2.07,0.65,0.54,0.11,0,0,3.04,0.22,0.43,33.3,Matches,88e357ef
309,Alassane Pléa,fr FRA,FW,M'Gladbach,29-260,1993,9.2,0.22,0,0,1.3,1.63,0,2.72,0.98,0.22,0,0,0,4.35,0.65,0.87,42.9,Matches,bc6bd723
344,Xaver Schlager,at AUT,MF,RB Leipzig,25-058,1997,9.2,0,0,0,1.52,1.3,0,0.22,0.76,0.98,0,0,0,6.3,0.98,1.3,42.9,Matches,8f056768
366,Danilo Soares,br BRA,DF,Bochum,31-027,1991,9.2,0.22,0,0,1.41,1.09,0,0.65,1.2,2.07,0,0.11,0,7.61,1.3,0.65,66.7,Matches,c05f2f8c
6,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27-220,1995,9.3,0.43,0,0,1.61,0.86,0,0.54,1.08,2.15,0,0,0,5.91,2.37,1.94,55,Matches,6ec6fde0
135,Robert Gumny,pl POL,DFMF,Augsburg,24-174,1998,9.3,0.22,0,0,1.51,0.75,0,1.18,1.18,0.86,0,0,0,4.73,2.37,2.58,47.8,Matches,1df0c0b9
336,Leroy Sané,de GER,MFFW,Bayern Munich,26-318,1996,9.3,0.32,0,0,0.86,1.08,0.11,0.75,0.11,0.65,0,0,0,4.19,0.43,0.11,80,Matches,2b114be3
138,Janik Haberer,de GER,MF,Union Berlin,28-237,1994,9.4,0,0,0,1.49,1.28,0.11,0.85,0.43,0.64,0,0,0,4.89,1.49,2.55,36.8,Matches,70dcf94d
298,Jordan Pefok,us USA,FW,Union Berlin,26-213,1996,9.4,0.11,0,0,2.02,0.74,0.85,0.11,0.32,0.53,0,0,0,2.77,6.06,5.43,52.8,Matches,b684a484
381,Ivan Šunjić,hr CRO,MF,Hertha BSC,26-047,1996,9.4,0.43,0,0,1.38,0.74,0.11,0.11,1.17,1.6,0,0,0,6.06,0.64,1.17,35.3,Matches,e18098de
342,Patrik Schick,cz CZE,FW,Leverkusen,26-305,1996,9.5,0,0,0,0.32,1.47,0,0.42,0.11,0,0,0,0,1.89,2.74,3.79,41.9,Matches,5d4f7d61
107,Chris Führich,de GER,MFFW,Stuttgart,24-320,1998,9.7,0.21,0,0,0.52,0.62,0.1,2.99,0.41,1.03,0,0,0,4.64,0.1,0.31,25,Matches,0cf778df
369,Borna Sosa,hr CRO,DFMF,Stuttgart,24-308,1998,9.7,0.41,0,0,0.62,0.72,0,11.2,0.72,0.93,0,0,0,6.19,0.93,0.62,60,Matches,af0d79a9
285,Salih Özcan,tr TUR,MF,Dortmund,24-318,1998,9.8,0.41,0,0,1.53,1.43,0,0.31,1.33,0.92,0,0,0,7.04,0.82,0.51,61.5,Matches,15413fa5
33,Stefan Bell,de GER,DF,Mainz 05,31-093,1991,9.9,0.51,0,0,2.32,0.4,0.1,1.21,2.32,1.01,0,0,0,8.08,3.43,2.63,56.7,Matches,857a5abe
127,Christian Groß,de GER,MF,Werder Bremen,33-290,1989,10,0.1,0,0,2.6,0.8,0,0.3,1.2,1.3,0,0,0,6.1,1,1.1,47.6,Matches,14a7af33
208,Alex Král,cz CZE,MF,Schalke 04,24-190,1998,10,0.1,0,0,0.9,0.5,0.1,0.2,1.1,1.1,0,0,0,5.9,1,1.5,40,Matches,e717705a
368,Yann Sommer,ch SUI,GK,M'Gladbach,33-343,1988,10,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.1,0,Matches,420c18a1
416,Julian Weigl,de GER,MF,M'Gladbach,27-078,1995,10,0.3,0,0,1,1.5,0,0,0.8,0.7,0,0,0,5.2,1.1,0.5,68.8,Matches,346d51d9
228,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,22-269,2000,10.1,0.1,0,0,0.69,1.19,0.1,2.38,0.59,0.4,0.1,0,0,4.26,0.5,1.39,26.3,Matches,37dc1a48
236,Sadio Mané,sn SEN,FW,Bayern Munich,30-229,1992,10.1,0.1,0,0,1.19,1.68,1.49,1.29,0,0.3,0.1,0,0,2.67,0.99,0.89,52.6,Matches,c691bfe2
267,Florian Niederlechner,de GER,FWMF,Augsburg,32-032,1990,10.1,0.1,0,0,1.29,1.19,0.79,0.4,0.1,0.5,0,0,0,2.77,2.87,3.86,42.6,Matches,d6862409
399,Christopher Trimmel,at AUT,DF,Union Berlin,35-274,1987,10.3,0.1,0,0,1.26,0.49,0.1,7.09,1.55,0.97,0,0.1,0,5.05,0.68,0.87,43.8,Matches,056d2d95
422,Silvan Widmer,ch SUI,DF,Mainz 05,29-265,1993,10.3,0,0,0,0.39,0.97,0.1,1.65,1.75,0.68,0,0,0,4.66,0.87,1.36,39.1,Matches,f68b64fc
186,Wilfried Kanga,ci CIV,FW,Hertha BSC,24-277,1998,10.4,0.19,0,0,1.06,0.67,0.67,0.58,0,0.38,0,0,0,1.92,3.56,3.37,51.4,Matches,b4c816a9
347,Romano Schmid,at AUT,MF,Werder Bremen,22-302,2000,10.4,0.1,0,0,0.87,1.25,0.1,1.15,0.48,1.25,0,0,0,5.87,0.77,1.54,33.3,Matches,220ace7e
364,Robert Skov,dk DEN,DF,Hoffenheim,26-189,1996,10.4,0.1,0,0,1.15,1.44,0,5.29,0.67,0.87,0,0,0,5,0.58,0.87,40,Matches,ff98492b
383,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,22-031,2000,10.5,0,0.1,0,1.14,1.62,0.1,4.57,0.95,0.86,0,0,0,6.1,0.1,0.76,11.1,Matches,934e1968
105,Marvin Friedrich,de GER,DF,M'Gladbach,26-347,1995,10.7,0.09,0,0,0.09,0.19,0,0,1.03,0.84,0,0,0,4.95,2.8,1.21,69.8,Matches,b77f44a4
129,Carlos Gruezo,ec ECU,MF,Augsburg,27-220,1995,10.7,0.47,0,0,1.12,0.84,0,0.19,0.93,1.12,0,0.09,0,6.64,0.84,1.21,40.9,Matches,f2dd9a21
