Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
305,Fabio Miretti,it ITA,MFFW,Juventus,19-114,2003,6.9,0.14,0,0,1.74,1.59,0,1.45,0.29,0.72,0,0,0,6.67,0.29,1.45,16.7,Matches,34693494
330,Riccardo Orsolini,it ITA,FWDF,Bologna,25-305,1997,6.9,0.29,0.14,0,1.59,2.46,0.58,3.48,0.43,0.87,0,0,0,4.64,0.87,1.45,37.5,Matches,e14ec482
96,Federico Ceccherini,it ITA,DF,Hellas Verona,30-198,1992,7,0.71,0.14,0,2.86,1,0,0.43,1.29,1.29,0,0,0,6,2,1.14,63.6,Matches,d9624b51
272,Mike Maignan,fr FRA,GK,Milan,27-145,1995,7,0,0,0,0,0.14,0,0,0.14,0,0,0,0,1.86,0.14,0,100,Matches,fcb38f57
328,André Onana,cm CMR,GK,Inter,26-237,1996,7,0.14,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,,Matches,e9c0c1b2
57,Samuele Birindelli,it ITA,DF,Monza,23-129,1999,7.1,0.14,0,0,0.85,1.13,0.28,5.63,1.27,1.27,0,0,0,5.07,0,0.56,0,Matches,204ac005
99,Zeki Çelik,tr TUR,DF,Roma,25-281,1997,7.1,0.28,0,0,1.27,0,0,2.82,1.27,1.55,0,0,0,5.49,0.99,0.85,53.8,Matches,31a62dc7
273,Jean-Victor Makengo,fr FRA,MF,Udinese,24-166,1998,7.1,0.28,0,0,1.27,1.83,0,0.7,1.13,1.27,0,0,0,4.37,0.56,0.14,80,Matches,22bfb57e
314,Jeison Murillo,co COL,DF,Sampdoria,30-182,1992,7.1,0.28,0,0,1.13,1.83,0,0.14,0.7,1.13,0,0,0.14,6.2,3.38,2.11,61.5,Matches,b233e8e4
421,Roberto Soriano,it ITA,MFFW,Bologna,31-290,1991,7.1,0,0,0,1.41,2.25,0.14,0.85,0.42,0.7,0,0,0,5.35,0.99,1.27,43.8,Matches,9d4c45d6
139,Federico Di Francesco,it ITA,FWMF,Lecce,28-164,1994,7.2,0.42,0,0,2.5,1.53,0.56,1.39,0.28,0.69,0.14,0,0,4.44,0.42,0.97,30,Matches,1fca9171
402,Giorgio Scalvini,it ITA,DFMF,Atalanta,18-349,2003,7.2,0.42,0,0,2.08,0,0.28,0.69,1.67,1.25,0,0,0,7.36,0.56,0.42,57.1,Matches,1e9aa637
2,Francesco Acerbi,it ITA,DF,Inter,34-288,1988,7.3,0.14,0,0,0.82,0.68,0,0.27,0.82,0.41,0,0,0,4.66,2.33,0.55,81,Matches,b96b595c
144,Brahim Díaz,es ESP,MFFW,Milan,23-114,1999,7.3,0.27,0,0,1.51,2.05,0.14,1.23,0.14,0.55,0,0,0,4.66,0.27,0.55,33.3,Matches,407feb71
270,Giulio Maggiore,it ITA,MF,Salernitana,24-258,1998,7.3,0.14,0,0,1.51,1.23,0,0.27,1.1,0.82,0,0.14,0,8.08,0.82,1.23,40,Matches,957e4c87
465,Gonzalo Villar,es ESP,MF,Sampdoria,24-247,1998,7.3,0.27,0,0,2.33,2.33,0,0.96,0.55,0.96,0,0.14,0,7.12,1.23,0.68,64.3,Matches,bdc74a8f
481,Luca Zanimacchia,it ITA,MFFW,Cremonese,24-129,1998,7.3,0.27,0,0,1.1,1.37,0.27,5.75,1.23,1.51,0.14,0,0,5.62,0.27,1.1,20,Matches,5e834dce
131,Fabio Depaoli,it ITA,DF,Hellas Verona,25-215,1997,7.4,0.27,0,0,1.22,1.62,0,2.43,0.68,0.81,0,0,0,5.54,0.68,2.16,23.8,Matches,d97f2e8d
306,Henrikh Mkhitaryan,am ARM,MF,Inter,33-308,1989,7.4,0.14,0,0,1.35,1.49,0,1.08,0.41,1.35,0,0,0,6.08,0.27,0.54,33.3,Matches,dd0daf32
304,Aleksei Miranchuk,ru RUS,MF,Torino,27-039,1995,7.5,0,0,0,0.4,1.07,0,0.53,0.13,0.13,0.13,0,0,3.73,0.4,1.33,23.1,Matches,a9aa0d1d
349,Krzysztof Piątek,pl POL,FW,Salernitana,27-147,1995,7.5,0.27,0,0,1.47,1.07,1.33,0.8,0,0.4,0,0,0,2.53,2.67,3.73,41.7,Matches,17f3620a
396,Antonio Sanabria,py PAR,FW,Torino,26-266,1996,7.5,0.27,0,0,1.33,1.2,0.53,0,0.4,0.27,0,0,0,3.07,3.07,4.27,41.8,Matches,0a447501
40,Musa Barrow,gm GAM,FWMF,Bologna,24-011,1998,7.6,0.13,0,0,0.92,1.05,0.13,6.45,0,0.26,0,0,0,4.61,0.26,1.58,14.3,Matches,e5bf73f3
53,Beto,gw GNB,FW,Udinese,24-298,1998,7.6,0,0,0,1.45,1.45,0.39,0.39,0.13,0.66,0,0,0,1.45,4.74,3.29,59,Matches,ed5c0319
93,Nicolò Casale,it ITA,DF,Lazio,24-284,1998,7.6,0.26,0,0,0.66,0.39,0,0,0.79,1.18,0,0,0,5.39,1.71,1.18,59.1,Matches,3f5f38fb
339,Pedro,es ESP,FW,Lazio,35-120,1987,7.6,0,0,0,0.53,1.71,0.13,2.37,0.26,0.39,0,0,0,4.21,0,0.13,0,Matches,3ca7254a
59,Alexis Blin,fr FRA,MFDF,Lecce,26-070,1996,7.7,0.26,0,0,1.43,0.91,0,1.17,1.3,1.3,0,0,0,4.68,1.43,2.6,35.5,Matches,c69ef855
294,Soualiho Meïté,fr FRA,MF,Cremonese,28-253,1994,7.7,0.52,0,0,1.3,1.04,0,0.52,0.91,1.56,0,0,0,6.75,1.04,0.52,66.7,Matches,5cec2c74
24,Santiago Ascacíbar,ar ARG,MF,Cremonese,25-273,1997,7.8,0.13,0,0,1.41,0.9,0,0.64,1.67,1.54,0,0,0,7.69,1.28,2.31,35.7,Matches,e26fcca3
37,Antonín Barák,cz CZE,MF,Fiorentina,27-357,1994,7.8,0.26,0,0,0.64,0.64,0.13,0.51,0.26,0.77,0,0,0,3.85,0.9,1.79,33.3,Matches,01efac19
358,Stefan Posch,at AUT,DF,Bologna,25-195,1997,7.8,0,0,0,0.9,0.51,0,2.18,1.92,1.92,0,0,0,4.74,0.9,0.51,63.6,Matches,7f609bfc
364,Nemanja Radonjić,rs SRB,MFFW,Torino,26-283,1996,7.8,0,0,0,1.54,0.77,1.03,4.36,0.26,0.13,0,0,0,3.46,0.64,1.03,38.5,Matches,0630eb63
404,Perr Schuurs,nl NED,DF,Torino,22-364,1999,7.8,0.26,0,0,1.54,0.26,0,0.13,1.79,1.28,0,0,0,5.9,3.21,1.92,62.5,Matches,e613313c
281,Pablo Marí,es ESP,DF,Monza,29-086,1993,7.9,0.25,0,0,0.63,0.51,0,0,1.01,0.63,0,0,0,4.56,2.15,0.63,77.3,Matches,aa54ec6f
297,Junior Messias,br BRA,FWDF,Milan,31-196,1991,7.9,0.13,0,0,1.52,1.65,0,1.52,0.51,1.01,0,0,0,3.54,1.9,2.41,44.1,Matches,f49c4ae9
300,Arkadiusz Milik,pl POL,FW,Juventus,28-270,1994,7.9,0.38,0.13,0.13,1.27,1.65,0.13,0.25,0,0.38,0,0,0,2.28,2.41,3.92,38,Matches,85613cf0
376,Samuele Ricci,it ITA,MF,Torino,21-096,2001,7.9,0.25,0,0,0.89,3.16,0,0.13,0.63,0.63,0,0,0,6.96,0.25,0.63,28.6,Matches,9823be92
386,Amir Rrahmani,xk KVX,DF,Napoli,28-274,1994,7.9,0.13,0,0,0.51,0.89,0.13,0.13,0.25,0.76,0,0,0,5.44,3.16,2.15,59.5,Matches,4b3e1a38
197,Samir Handanović,si SVN,GK,Inter,38-134,1984,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,74419746
214,Igor,br BRA,DF,Fiorentina,24-291,1998,8,0.5,0.13,0.13,1.5,0.13,0,0,1.13,0.63,0,0,0,6.75,2,0.63,76.2,Matches,a4e85758
244,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,26-293,1996,8,0.25,0,0,1.13,1.38,0,4.75,1.38,1,0.13,0,0,4.38,0.75,1.5,33.3,Matches,0a483542
263,Hirving Lozano,mx MEX,FW,Napoli,27-118,1995,8,0.13,0,0,1.63,2.13,0.13,3.5,0.25,0.38,0,0,0,3.5,0.25,0.38,40,Matches,a69e4806
292,Weston McKennie,us USA,MF,Juventus,24-089,1998,8,0,0,0,1.25,0.63,0.25,1.25,0.63,0.38,0,0,0,4.38,0.75,1.63,31.6,Matches,01c3aff5
